anger,rejection,authority,social_cost,pressure_score,apparent_correction,initial_belief,final_belief
1,0.5,0.5,0.25,0.65,True,0,0
1,0.5,0.5,0.5,0.7,True,0,0
1,0.5,0.5,0.75,0.75,True,0,0
1,0.5,0.5,1,0.8,True,0,0
1,0.5,0.75,0,0.6375,True,0,0
1,0.5,0.75,0.25,0.6875,True,0,0
1,0.5,0.75,0.5,0.7374999999999999,True,0,0
1,0.5,0.75,0.75,0.7875,True,0,0
1,0.5,0.75,1,0.8374999999999999,True,0,0
1,0.5,1,0,0.675,True,0,0
1,0.5,1,0.25,0.7250000000000001,True,0,0
1,0.5,1,0.5,0.775,True,0,0
1,0.5,1,0.75,0.8250000000000001,True,0,0
1,0.5,1,1,0.875,True,0,0
1,0.75,0,0,0.5875,False,0,0
1,0.75,0,0.25,0.6375000000000001,True,0,0
1,0.75,0,0.5,0.6875,True,0,0
1,0.75,0,0.75,0.7375,True,0,0
1,0.75,0,1,0.7875000000000001,True,0,0
1,0.75,0.25,0,0.625,True,0,0
1,0.75,0.25,0.25,0.675,True,0,0
1,0.75,0.25,0.5,0.725,True,0,0
1,0.75,0.25,0.75,0.775,True,0,0
1,0.75,0.25,1,0.825,True,0,0
1,0.75,0.5,0,0.6625,True,0,0
1,0.75,0.5,0.25,0.7125,True,0,0
1,0.75,0.5,0.5,0.7625,True,0,0
1,0.75,0.5,0.75,0.8125,True,0,0
1,0.75,0.5,1,0.8625,True,0,0
1,0.75,0.75,0,0.7,True,0,0
1,0.75,0.75,0.25,0.75,True,0,0
1,0.75,0.75,0.5,0.7999999999999999,True,0,0
1,0.75,0.75,0.75,0.85,True,0,0
1,0.75,0.75,1,0.8999999999999999,True,0,0
1,0.75,1,0,0.7375,True,0,0
1,0.75,1,0.25,0.7875000000000001,True,0,0
1,0.75,1,0.5,0.8375,True,0,0
1,0.75,1,0.75,0.8875000000000001,True,0,0
1,0.75,1,1,0.9375,True,0,0
1,1,0,0,0.65,True,0,0
1,1,0,0.25,0.7000000000000001,True,0,0
1,1,0,0.5,0.75,True,0,0
1,1,0,0.75,0.8,True,0,0
1,1,0,1,0.8500000000000001,True,0,0
1,1,0.25,0,0.6875,True,0,0
1,1,0.25,0.25,0.7375,True,0,0
1,1,0.25,0.5,0.7875,True,0,0
1,1,0.25,0.75,0.8375,True,0,0
1,1,0.25,1,0.8875,True,0,0
1,1,0.5,0,0.725,True,0,0
1,1,0.5,0.25,0.775,True,0,0
1,1,0.5,0.5,0.825,True,0,0
1,1,0.5,0.75,0.875,True,0,0
1,1,0.5,1,0.925,True,0,0
1,1,0.75,0,0.7625,True,0,0
1,1,0.75,0.25,0.8125,True,0,0
1,1,0.75,0.5,0.8624999999999999,True,0,0
1,1,0.75,0.75,0.9125,True,0,0
1,1,0.75,1,0.9624999999999999,True,0,0
1,1,1,0,0.8,True,0,0
1,1,1,0.25,0.8500000000000001,True,0,0
1,1,1,0.5,0.9,True,0,0
1,1,1,0.75,0.9500000000000001,True,0,0
1,1,1,1,1.0,True,0,0
